,Id,PID,MS SubClass,MS Zoning,Street,Land Contour,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Sale Type,SalePrice
72,2613,535403150,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,655.0,Ex,Y,SBrkr,1194,0.0,1,0,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2.0,539.0,TA,Y,WD ,159500
73,2832,908188140,160,RM,Pave,Lvl,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,970.0,Ex,Y,SBrkr,1709,0.0,2,0,1,Gd,7,Maj1,0,NA,Detchd,2004.0,Unf,2.0,380.0,TA,Y,WD ,137500
74,2459,528439030,20,RL,Pave,Lvl,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,1616.0,Ex,Y,SBrkr,1616,0.0,2,0,1,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,3.0,834.0,TA,Y,WD ,232000
75,1360,903452025,30,RM,Grvl,Lvl,IDOTRR,RRNe,1Fam,1Story,6,6,1930,1950,Gable,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,768.0,TA,Y,SBrkr,768,0.0,1,0,1,TA,4,Typ,0,NA,Detchd,1930.0,Unf,2.0,440.0,TA,N,WD ,93850
76,2723,905200380,30,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1924,1950,Gable,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,872.0,Fa,N,FuseF,872,0.0,1,0,1,Fa,5,Mod,1,Gd,Detchd,1924.0,Unf,1.0,322.0,Fa,N,WD ,105000
77,1350,903235100,30,RM,Pave,Lvl,BrkSide,Feedr,1Fam,1Story,4,6,1927,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,520.0,Fa,N,SBrkr,520,0.0,1,0,1,Fa,4,Typ,0,NA,Detchd,1920.0,Unf,1.0,240.0,Fa,Y,WD ,68500
78,136,535106190,90,RL,Pave,Lvl,NAmes,Feedr,Duplex,2Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443.0,1105.0,TA,Y,FuseA,2274,0.0,2,0,2,TA,12,Typ,0,NA,Detchd,1960.0,Unf,2.0,480.0,TA,Y,WD ,154300
79,2235,910201050,50,RM,Pave,Lvl,IDOTRR,Artery,1Fam,1.5Fin,5,7,1925,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,936.0,Ex,Y,SBrkr,1601,0.0,2,0,1,TA,6,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,129850
80,1993,902301130,70,RM,Pave,Lvl,OldTown,Norm,1Fam,2Story,5,7,1910,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,616.0,Ex,Y,SBrkr,1232,0.0,1,0,1,TA,6,Typ,0,NA,Detchd,1920.0,Unf,2.0,480.0,Fa,Y,WD ,114000
81,367,527214050,20,RL,Pave,Lvl,StoneBr,Norm,1Fam,1Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,2216.0,Ex,Y,SBrkr,2234,1.0,2,0,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3.0,1166.0,TA,Y,New,501837
82,1309,902300215,50,RM,Pave,Lvl,OldTown,Artery,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,876.0,Gd,Y,SBrkr,1416,0.0,1,1,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3.0,720.0,TA,Y,WD ,153900
83,402,527425110,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,4,7,1971,2006,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,864.0,Gd,Y,SBrkr,864,0.0,1,0,1,TA,5,Typ,0,NA,Detchd,1986.0,Unf,2.0,576.0,TA,Y,WD ,130000
84,1592,923203140,120,RM,Pave,Lvl,Mitchel,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,1189.0,Ex,Y,SBrkr,1189,1.0,2,0,1,TA,4,Typ,0,NA,Attchd,1997.0,RFn,2.0,392.0,TA,Y,WD ,160500
85,2409,528186110,120,RL,Pave,Lvl,NridgHt,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,1666.0,Ex,Y,SBrkr,1666,1.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,575.0,TA,Y,New,310090
86,539,531371050,20,RL,Pave,Lvl,SawyerW,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,UnKn,-1.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,1176.0,Ex,Y,SBrkr,1200,1.0,2,0,1,Gd,5,Typ,0,NA,Attchd,2003.0,RFn,2.0,555.0,TA,Y,WD ,184900
87,1940,535327200,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,7,1956,2000,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,928.0,TA,Y,SBrkr,928,0.0,1,0,1,TA,4,Typ,0,NA,Attchd,1956.0,Unf,1.0,252.0,TA,Y,WD ,132000
88,588,534129370,20,RL,Pave,Lvl,NWAmes,Feedr,1Fam,1Story,5,5,1969,1969,Gable,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,1288.0,TA,Y,SBrkr,1336,0.0,2,0,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,502.0,TA,Y,WD ,163000
89,96,533210060,160,FV,Pave,Lvl,Somerst,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,600.0,Ex,Y,SBrkr,1200,0.0,2,1,1,Gd,4,Typ,0,NA,Detchd,2004.0,RFn,2.0,480.0,TA,Y,ConLD,155000
90,1187,534127210,80,RL,Pave,Lvl,NWAmes,Norm,1Fam,SLvl,6,6,1969,1969,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,1427.0,Gd,Y,SBrkr,1427,0.0,2,0,1,TA,7,Typ,0,NA,Attchd,1969.0,RFn,2.0,516.0,TA,Y,WD ,183000
91,2154,907280090,60,RL,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,1996,2002,Gable,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,860.0,Ex,Y,SBrkr,1992,1.0,2,1,1,Gd,7,Min2,2,TA,Attchd,1996.0,RFn,2.0,608.0,TA,Y,WD ,211000
92,550,531452260,60,RL,Pave,Lvl,SawyerW,RRAe,1Fam,2Story,7,5,1994,1994,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,754.0,Ex,Y,SBrkr,1540,1.0,2,1,1,Gd,6,Typ,0,NA,Attchd,1994.0,RFn,2.0,495.0,TA,Y,WD ,184000
93,811,906226100,90,RL,Pave,Bnk,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,TA,Y,SBrkr,1535,0.0,2,0,2,TA,8,Typ,0,NA,Attchd,1979.0,Unf,2.0,400.0,TA,Y,WD ,118858
94,124,534403410,80,RL,Pave,Lvl,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,1152.0,TA,Y,SBrkr,1152,1.0,1,0,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2.0,484.0,TA,Y,WD ,180500
95,1836,533206060,120,FV,Pave,Lvl,Somerst,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,1141.0,Ex,Y,SBrkr,1151,1.0,2,0,1,Gd,5,Typ,0,NA,Attchd,2006.0,Fin,2.0,484.0,TA,Y,New,166000
96,779,905200350,80,RL,Pave,Lvl,Sawyer,Norm,1Fam,SLvl,6,5,1960,1960,Hip,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,1138.0,Ex,Y,SBrkr,1138,0.0,1,0,1,TA,6,Typ,1,TA,Attchd,1960.0,RFn,2.0,480.0,TA,Y,COD,148000
97,1886,534276180,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,894.0,Gd,Y,SBrkr,1074,0.0,1,0,1,Gd,6,Min1,1,Gd,Detchd,1966.0,Unf,2.0,396.0,TA,Y,WD ,124000
98,1724,528186090,120,RL,Pave,Lvl,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,1561.0,Ex,Y,SBrkr,1561,1.0,2,0,1,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,556.0,TA,Y,WD ,277500
99,2450,528358030,60,RL,Pave,Lvl,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Hip,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,1342.0,Ex,Y,SBrkr,2726,0.0,2,1,1,Gd,9,Typ,1,Ex,Attchd,1995.0,RFn,3.0,725.0,TA,Y,WD ,350000
100,1013,527214030,20,RL,Pave,HLS,StoneBr,Norm,1Fam,1Story,9,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,296.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337.0,1884.0,Ex,Y,SBrkr,1884,1.0,2,0,1,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,670.0,TA,Y,WD ,387000
101,2084,905476170,30,RL,Pave,Lvl,Edwards,Norm,1Fam,1Story,4,7,1920,2002,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348.0,528.0,Ex,Y,SBrkr,605,1.0,1,0,1,TA,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,86000
102,1184,533350120,20,RL,Pave,Lvl,Veenker,Norm,1Fam,1Story,8,9,1976,2007,Gable,VinylSd,VinylSd,None,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,1426.0,Ex,Y,SBrkr,1671,1.0,3,0,1,Ex,6,Typ,1,Gd,Attchd,1976.0,RFn,2.0,550.0,TA,Y,WD ,290000
103,728,902477130,30,C (all),Pave,Lvl,IDOTRR,Norm,1Fam,1Story,3,3,1900,1950,Mansard,AsbShng,AsbShng,None,0.0,TA,Fa,CBlock,Fa,TA,No,Unf,0.0,245.0,TA,N,SBrkr,797,0.0,1,0,1,TA,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,44000
104,950,914474070,60,RL,Pave,Lvl,Mitchel,Norm,1Fam,2Story,6,5,2001,2002,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,804.0,Ex,Y,SBrkr,1961,1.0,2,1,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2.0,560.0,TA,Y,WD ,215000
105,2524,534125210,190,RL,Pave,Lvl,NWAmes,RRAn,2fmCon,1Story,5,6,1972,1972,Gable,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,1153.0,Ex,Y,SBrkr,1193,1.0,2,0,1,TA,6,Typ,0,NA,Attchd,1972.0,Fin,2.0,501.0,TA,Y,WD ,146500
106,2513,533223080,160,FV,Pave,Lvl,Somerst,Norm,Twnhs,2Story,7,5,2000,2000,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,673.0,Ex,Y,SBrkr,1382,1.0,2,1,1,Gd,6,Typ,0,NA,Detchd,2000.0,Unf,2.0,490.0,TA,Y,WD ,165000
107,2028,903427040,50,RM,Pave,Lvl,OldTown,Artery,1Fam,1.5Fin,6,7,1916,1950,Gable,Stucco,Stucco,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,168.0,714.0,TA,N,SBrkr,2526,0.0,2,0,1,Gd,10,Typ,1,Gd,Detchd,1916.0,Unf,1.0,216.0,TA,Y,CWD,136000
108,2309,526303060,20,RL,Pave,Low,NAmes,Norm,1Fam,1Story,6,6,1957,1957,Gable,Wd Sdng,Wd Sdng,Stone,902.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1110.0,1705.0,Ex,Y,SBrkr,1390,1.0,1,1,1,Ex,4,Min1,2,Gd,Attchd,1957.0,Unf,2.0,550.0,TA,Y,WD ,252000
109,51,528188120,160,RL,Pave,Lvl,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,764.0,Ex,Y,SBrkr,1626,0.0,2,1,1,Gd,6,Typ,0,NA,BuiltIn,2003.0,RFn,2.0,474.0,TA,Y,WD ,175500
110,699,902106010,70,RM,Pave,Lvl,OldTown,Norm,1Fam,2Story,5,6,1939,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,421.0,690.0,TA,Y,FuseA,1558,0.0,1,1,1,TA,7,Typ,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,Y,WD ,150000
111,1881,534252110,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,5,1960,1978,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,978.0,TA,Y,SBrkr,1422,0.0,1,0,1,TA,6,Min1,1,TA,Attchd,1960.0,RFn,1.0,286.0,TA,Y,WD ,139900
112,1345,903232090,50,RM,Pave,Lvl,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,1078.0,TA,Y,SBrkr,1573,0.0,2,0,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2.0,360.0,TA,P,WD ,162900
113,166,535457010,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,1116.0,TA,Y,SBrkr,1116,0.0,1,1,1,TA,5,Typ,0,NA,Attchd,1962.0,Unf,2.0,440.0,TA,Y,WD ,160000
114,781,905228050,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,2,2,1947,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,0.0,Fa,N,SBrkr,660,0.0,1,0,1,Fa,5,Min2,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,63900
115,379,527354200,20,RL,Pave,Lvl,NWAmes,Norm,1Fam,1Story,6,5,1978,1998,Gable,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,TA,No,ALQ,832.0,1140.0,Gd,Y,SBrkr,1707,0.0,2,0,1,TA,7,Typ,1,TA,Attchd,1978.0,Fin,2.0,479.0,TA,Y,WD ,184000
116,2818,908102320,20,RL,Pave,Lvl,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,1466.0,TA,Y,SBrkr,1466,0.0,1,1,1,Fa,6,Typ,2,Gd,Attchd,1959.0,Fin,2.0,528.0,TA,Y,WD ,149900
117,1168,533215020,120,FV,Pave,Lvl,Somerst,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,MetalSd,MetalSd,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1027.0,1614.0,Ex,Y,SBrkr,1638,1.0,2,0,1,Ex,5,Typ,1,TA,Attchd,2000.0,Fin,2.0,495.0,TA,Y,WD ,300000
118,1396,905226110,190,RL,Pave,Lvl,ClearCr,Norm,1Fam,1Story,5,3,1960,1960,Flat,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,988.0,Gd,Y,SBrkr,1721,1.0,2,0,1,TA,7,Mod,2,TA,Basment,1960.0,Unf,2.0,626.0,TA,Y,WD ,145000
119,838,907130100,60,RL,Pave,Lvl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821.0,928.0,Ex,Y,SBrkr,1764,1.0,2,1,1,Gd,7,Typ,0,NA,Attchd,1997.0,RFn,2.0,470.0,TA,Y,WD ,231500
120,1492,908127120,30,RL,Pave,Lvl,Edwards,Norm,1Fam,1Story,5,6,1940,1969,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,996.0,Ex,Y,SBrkr,996,1.0,1,0,1,TA,6,Typ,1,Gd,NA,0.0,NA,0.0,0.0,NA,Y,WD ,108000
121,637,535178040,20,RL,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,435.0,1202.0,TA,Y,SBrkr,1202,0.0,1,0,1,TA,6,Typ,0,NA,Attchd,1956.0,RFn,1.0,304.0,TA,Y,COD,120000
122,1826,532377140,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827.0,988.0,TA,Y,SBrkr,988,1.0,1,0,1,TA,5,Typ,0,NA,Detchd,1963.0,Unf,2.0,572.0,TA,Y,WD ,128500
123,173,902106140,30,RM,Pave,Lvl,OldTown,Artery,1Fam,1Story,5,6,1927,1950,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,1008.0,Gd,Y,FuseA,1028,0.0,1,0,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2.0,360.0,TA,Y,WD ,115000
124,715,902301080,50,RM,Pave,Lvl,OldTown,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312.0,720.0,TA,Y,SBrkr,1284,0.0,1,1,1,TA,5,Typ,0,NA,Detchd,1948.0,Unf,1.0,240.0,TA,Y,WD ,110000
125,1183,533350090,60,RL,Pave,Lvl,Veenker,Norm,1Fam,2Story,9,3,1977,1977,Mansard,Wd Sdng,Wd Sdng,BrkFace,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,410.0,994.0,TA,Y,SBrkr,2944,0.0,2,2,1,Gd,9,Typ,1,Gd,Attchd,1977.0,RFn,3.0,864.0,TA,Y,WD ,150000
126,2433,528235130,60,RL,Pave,Lvl,Gilbert,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0.0,707.0,Ex,Y,SBrkr,1414,0.0,2,1,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,403.0,TA,Y,WD ,178000
127,2866,909282060,70,RL,Pave,HLS,Crawfor,Norm,1Fam,2Story,7,7,1932,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,637.0,Ex,Y,SBrkr,1609,0.0,1,1,1,Gd,8,Typ,2,Gd,2Types,1963.0,Unf,3.0,579.0,TA,Y,WD ,199500
128,2311,527105060,60,RL,Pave,Lvl,Gilbert,Norm,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,700.0,813.0,Ex,Y,SBrkr,1525,1.0,2,1,1,TA,6,Typ,1,TA,Attchd,1997.0,Fin,2.0,400.0,TA,Y,WD ,183500
129,1551,910205010,80,RM,Pave,Lvl,IDOTRR,Norm,1Fam,SLvl,5,5,1967,1967,Hip,HdBoard,Plywood,None,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257.0,624.0,Ex,Y,SBrkr,1656,0.0,1,1,1,TA,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,288.0,TA,Y,WD ,126000
130,1049,527454120,120,RL,Pave,Lvl,NPkVill,Norm,Twnhs,1Story,7,6,1977,1977,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,378.0,1055.0,Fa,Y,SBrkr,1055,0.0,2,0,1,TA,4,Typ,0,NA,Attchd,1977.0,Unf,2.0,440.0,TA,Y,WD ,148500
131,657,535376060,60,RL,Pave,Lvl,OldTown,Norm,1Fam,2Story,5,7,1939,2006,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,676.0,Ex,Y,SBrkr,1352,0.0,2,0,1,Gd,7,Typ,0,NA,Detchd,1939.0,Unf,2.0,720.0,TA,Y,WD ,149000
132,414,527454130,160,RL,Pave,Lvl,NPkVill,Norm,Twnhs,2Story,6,5,1977,1977,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,389.0,855.0,TA,Y,SBrkr,1456,0.0,2,1,1,TA,6,Typ,1,TA,Attchd,1977.0,Unf,2.0,440.0,TA,Y,WD ,137900
133,1181,533250160,120,RL,Pave,Lvl,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619.0,1719.0,Ex,Y,SBrkr,1719,2.0,1,1,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2.0,473.0,TA,Y,Con,324000
134,1514,909100170,30,RL,Pave,Lvl,Edwards,Norm,1Fam,1Story,5,6,1925,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,864.0,TA,N,FuseA,864,1.0,1,0,1,TA,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,Y,WD ,98000
135,1040,527450110,160,RM,Pave,Lvl,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,TA,TA,No,LwQ,458.0,483.0,TA,Y,SBrkr,987,0.0,1,1,1,TA,5,Typ,0,NA,Detchd,1973.0,Unf,1.0,264.0,TA,Y,WD ,103400
136,216,905101100,50,RL,Pave,Lvl,Sawyer,Feedr,1Fam,1.5Fin,5,8,1875,1996,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,780.0,Gd,N,SBrkr,1020,0.0,1,0,1,TA,6,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,94000
137,1720,528181060,120,RL,Pave,Lvl,NridgHt,Norm,Twnhs,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,1554.0,Ex,Y,SBrkr,1554,0.0,2,0,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,Y,WD ,209500
138,2331,527210040,60,RL,Pave,HLS,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,CemntBd,CmentBd,BrkFace,662.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,1528.0,Ex,Y,SBrkr,3390,0.0,3,1,1,Ex,10,Typ,1,Ex,BuiltIn,2006.0,Fin,3.0,758.0,TA,Y,New,545224
139,204,903426200,70,RM,Pave,Lvl,OldTown,Norm,1Fam,2Story,6,8,1912,2009,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,780.0,Ex,Y,SBrkr,1560,0.0,1,1,1,Gd,7,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,N,WD ,159900
140,19,527276150,20,RL,Pave,Lvl,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,864.0,Ex,Y,SBrkr,864,0.0,1,0,1,TA,4,Typ,0,NA,Detchd,1951.0,Unf,2.0,400.0,TA,Y,WD ,141000
141,2438,528275080,60,RL,Pave,Lvl,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,732.0,982.0,Ex,Y,SBrkr,1889,0.0,2,1,1,TA,9,Typ,1,TA,Attchd,2000.0,Fin,2.0,431.0,TA,Y,WD ,215000
142,89,532378110,20,RL,Pave,Lvl,Sawyer,Norm,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659.0,1040.0,Ex,Y,SBrkr,1040,1.0,1,1,1,TA,6,Typ,0,NA,Detchd,1962.0,Unf,1.0,260.0,TA,Y,WD ,127000
143,240,905452160,20,RL,Pave,Lvl,Edwards,Norm,1Fam,1Story,5,7,1954,1998,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,954.0,1172.0,TA,Y,SBrkr,1172,1.0,1,0,1,TA,5,Typ,0,NA,Attchd,1954.0,Fin,1.0,366.0,TA,Y,WD ,128000
144,105,533238045,20,FV,Pave,Lvl,Somerst,Norm,1Fam,1Story,8,5,2010,2010,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,Po,No,GLQ,1032.0,1642.0,Ex,Y,SBrkr,1418,1.0,1,1,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,3.0,852.0,TA,Y,New,267916
145,2020,903233180,50,RM,Pave,Lvl,BrkSide,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425.0,884.0,TA,Y,FuseA,1367,0.0,1,0,1,TA,6,Typ,1,Gd,Detchd,1978.0,Unf,1.0,560.0,TA,Y,WD ,127500
